cds,lea,county,i_exp,i_all,ii_exp,ii_all,iii_exp,iii_all,iii_plan_link
51714070000000,Marcum-Illinois Union Elementary,Sutter,1849,1849,6281,6281,14120,14120,
51714070109793,South Sutter Charter,Sutter,205814,205814,815043,815043,1832168,1832168,
51714150000000,Meridian Elementary,Sutter,1168,1168,3967,3967,8918,8918,
51714150129007,California Virtual Academy at Sutter,Sutter,163015,163879,820586,820630,851191,1844729,
51714230000000,Nuestro Elementary,Sutter,13984,13984,70610,70610,69968,158728,
51714310000000,Pleasant Grove Joint Union,Sutter,17690,17690,64636,64636,145297,145297,
51714490000000,Sutter Union High,Sutter,37735,37735,131002,131002,294485,294485,
51714560000000,Winship-Robbins,Sutter,16278,16278,60893,60893,136885,136885,
51714560133934,Feather River Charter,Sutter,NaN,NaN,443017,443017,971988,995875,
51714566053334,Winship Community,Sutter,NaN,NaN,50838,50838,114281,114281,
51714640000000,Yuba City Unified,Sutter,3461119,3461119,12631320,12631320,23019562,28394464,https://www.ycusd.org/documents/_Ed%20Services/2021_ESSER_III_Expenditure_Plan_Yuba_City_Unified_School_District_20220412.pdf
51714640107318,Twin Rivers Charter,Sutter,58714,58714,207776,207776,467067,467067,
51714645130125,Yuba City Charter,Sutter,91837,91837,352439,352439,792261,792261,
52105200000000,Tehama County Department of Education,Tehama,60238,60238,238549,238549,536244,536244,
52105206119671,Tehama eLearning Academy,Tehama,NaN,NaN,107451,107451,240584,241543,
52714720000000,Antelope Elementary,Tehama,151397,151397,599547,599547,936007,1347747,
52714980000000,Corning Union Elementary,Tehama,812421,812421,3557698,3557698,6522759,7997496,
52715060000000,Corning Union High,Tehama,339809,339809,1232781,1232781,2771219,2771219,
52715220000000,Evergreen Union,Tehama,228967,228967,906734,906734,2038285,2038285,
52715480000000,Gerber Union Elementary,Tehama,135128,135128,559728,559728,1258235,1258235,
52715550000000,Kirkwood Elementary,Tehama,1065,1065,3830,3830,8609,8609,
52715630000000,Lassen View Union Elementary,Tehama,52029,52029,203196,203196,456773,456773,
52715710000000,Los Molinos Unified,Tehama,132845,132845,477932,477932,1074362,1074362,
52716210000000,Red Bluff Union Elementary,Tehama,705967,705967,2795702,2795702,6284574,6284574,
52716390000000,Red Bluff Joint Union High,Tehama,413507,413507,1637531,1637531,3594252,3681074,
52716470000000,Reeds Creek Elementary,Tehama,32610,32610,123993,123993,278728,278728,
52716540000000,Richfield Elementary,Tehama,33682,33682,131335,131335,294790,295233,
53105380125633,California Heritage Youthbuild Academy II,Trinity,16415,16415,67916,67916,93409,152672,
53716620000000,Burnt Ranch Elementary,Trinity,12896,12896,164555,164555,289867,369909,https://www.bresd.org/ResourcesRegistration/Accountability/School-Plans/2021-Esser/
53716960000000,Douglas City Elementary,Trinity,39558,39558,156652,156652,223140,352144,
53717380000000,Junction City Elementary,Trinity,774,774,2782,2782,6255,6255,
53717460000000,Lewiston Elementary,Trinity,52593,52593,261944,261944,285008,588834,
53738330000000,Southern Trinity Joint Unified,Trinity,56066,56066,245543,245543,466422,551966,
53750280000000,Mountain Valley Unified,Trinity,118455,118455,426361,426361,868752,958435,
53765130000000,Trinity Alps Unified,Trinity,203937,203937,976728,976728,2195627,2195627,
54105460000000,Tulare County Office of Education,Tulare,441479,441479,1808845,1826636,3427302,4106170,
54105460124057,Valley Life Charter,Tulare,57049,57049,225919,225919,507852,507852,
54105460125542,Sycamore Valley Academy,Tulare,41917,41917,161163,161163,362286,362286,
54105460135459,Blue Oak Academy,Tulare,32714,32714,130726,130726,225619,293865,
54105466119291,Eleanor Roosevelt Community Learning Center,Tulare,NaN,NaN,116201,116201,261213,261213,
54717950000000,Allensworth Elementary,Tulare,40127,40127,160438,160438,344712,360656,
54718030000000,Alpaugh Unified,Tulare,171954,171954,680956,680956,1507609,1530749,
54718030112458,California Online Public Schools Central Valley,Tulare,78464,78464,408344,408344,917934,917934,
54718110000000,Alta Vista Elementary,Tulare,301500,301500,1338165,1338165,2614820,3008115,
54718110139477,Monarch River Academy,Tulare,NaN,NaN,327184,327184,735490,735490,
54718290000000,Buena Vista Elementary,Tulare,21340,21340,90010,90010,202337,202337,
54718370000000,Burton Elementary,Tulare,696857,696857,2906020,2906020,6532562,6532562,
54718520000000,Columbine Elementary,Tulare,NaN,NaN,44747,44747,77319,100590,
54718600000000,Cutler-Orosi Joint Unified,Tulare,2200244,2200244,9086792,9086792,20249458,20426573,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/4212/Cutler_Orosi_USD/3460565/COJUSD-ESSER-III-Expenditure-Plan-FINAL.pdf
54718940000000,Ducor Union Elementary,Tulare,93991,93991,413539,413539,929611,929611,
54719020000000,Earlimart Elementary,Tulare,1360502,1360502,5379645,5379645,10547605,12093125,
54719440000000,Hope Elementary,Tulare,28304,28304,101926,101926,179933,229124,
54719510000000,Hot Springs Elementary,Tulare,691,691,NaN,NaN,NaN,NaN,
54719690000000,Kings River Union Elementary,Tulare,272781,272781,1080241,1080241,2090848,2428319,
54719850000000,Liberty Elementary,Tulare,66293,66293,324594,324594,729667,729667,
54719930000000,Lindsay Unified,Tulare,1723612,1723612,7381144,7381144,16483245,16592378,https://go.boarddocs.com/ca/lindsay/Board.nsf/files/C7XQ8S6812D1/$file/2021_ESSER_III_Expenditure_Plan_Lindsay_Unified_School_District%20(2).pdf
54720090000000,Monson-Sultana Joint Union Elementary,Tulare,184203,184203,806671,806671,1744986,1813349,
54720170000000,Oak Valley Union Elementary,Tulare,62775,62775,248595,248595,558827,558827,
54720250000000,Outside Creek Elementary,Tulare,38603,38603,149600,149600,320243,336293,
54720330000000,Palo Verde Union Elementary,Tulare,162617,162617,586060,586060,1317428,1317428,
54720410000000,Pixley Union Elementary,Tulare,512193,512193,2028335,2028335,4022403,4559577,
54720580000000,Pleasant View Elementary,Tulare,270558,270558,1076065,1076065,2342690,2418931,
54720820000000,Richgrove Elementary,Tulare,425130,425130,1742776,1742776,2553547,3917658,
54720900000000,Rockford Elementary,Tulare,102518,102518,368974,368974,205740,829432,
54721080000000,Saucelito Elementary,Tulare,11001,11001,4957,4957,11144,11144,
54721160000000,Sequoia Union Elementary,Tulare,49040,49040,277742,277742,596933,624348,
54721320000000,Springville Union Elementary,Tulare,137635,137635,792288,792288,1397073,1781016,
54721400000000,Stone Corral Elementary,Tulare,78965,78965,312711,312711,702270,702957,
54721570000000,Strathmore Union Elementary,Tulare,449271,449271,1979015,1979015,2532156,4448710,
54721730000000,Sundale Union Elementary,Tulare,126015,126015,499032,499032,920981,1121795,
54721810000000,Sunnyside Union Elementary,Tulare,228853,228853,906279,906279,1690859,2037263,
54721990000000,Terra Bella Union Elementary,Tulare,462025,462025,1761628,1761628,3960036,3960036,
54722070000000,Three Rivers Union Elementary,Tulare,32723,32723,170285,170285,356110,382790,
54722150000000,Tipton Elementary,Tulare,205516,205516,935291,935291,2102479,2102479,
54722230000000,Traver Joint Elementary,Tulare,82629,82629,327218,327218,727330,735567,
54722310000000,Tulare City,Tulare,2719917,2719917,10771147,10771147,23925379,24212905,https://drive.google.com/file/d/1a-1vqvJa31gHucrDwAkzo2DXCIEuTxQ6/view
54722490000000,Tulare Joint Union High,Tulare,1353335,1353335,5298158,5298158,9890622,11909948,
54722560000000,Visalia Unified,Tulare,8418352,8418352,34056129,34056129,76556175,76556175,https://resources.finalsite.net/images/v1685634881/vusdorg/kbudvxrroif1nrsti3kl/2021ESSERIIIExpenditurePlanVUSD.pdf
54722640000000,Waukena Joint Union Elementary,Tulare,61504,61504,255123,255123,560002,573501,
54722980000000,Woodville Union Elementary,Tulare,285222,285222,1152024,1152024,2354506,2589682,
54753250000000,Farmersville Unified,Tulare,1263082,1263082,4368512,4917431,10838803,11054096,
54755230000000,Porterville Unified,Tulare,6033643,6033643,25160333,25160333,56558948,56558948,https://www.portervilleschools.org/apps/pages/index.jsp?uREC_ID=947718&type=d&pREC_ID=2293816
54755310000000,Dinuba Unified,Tulare,2288527,2288527,9062797,9062797,20372635,20372635,
54767940000000,Woodlake Unified,Tulare,870678,870678,3812316,3812316,3869493,8569861,
54768360000000,Exeter Unified,Tulare,957624,957624,3792290,3792290,7507261,8524844,
55105530000000,Tuolumne County Superintendent of Schools,Tuolumne,28565,28565,122553,122553,275491,275491,
55723060000000,Belleview Elementary,Tuolumne,21754,21754,84946,84946,190954,190954,
55723480000000,Columbia Union,Tuolumne,84782,84782,335744,335744,754733,754733,
55723550000000,Curtis Creek Elementary,Tuolumne,103128,103128,391544,391544,880167,880167,
55723630000000,Jamestown Elementary,Tuolumne,101842,101842,403305,403305,906607,906607,
55723710000000,Sonora Elementary,Tuolumne,292323,292323,1157627,1157627,2602278,2602278,
55723890000000,Sonora Union High,Tuolumne,186418,186418,738232,738232,1659503,1659503,
55723970000000,Soulsbyville Elementary,Tuolumne,54246,54246,214818,214818,482898,482898,
55724050000000,Summerville Elementary,Tuolumne,135460,135460,488374,488374,617623,1097835,
55724130000000,Summerville Union High,Tuolumne,39687,39687,135343,135343,295283,304242,
55724210000000,Twain Harte,Tuolumne,26423,26423,128037,128037,287819,287819,
55751840000000,Big Oak Flat-Groveland Unified,Tuolumne,65318,65318,301408,301408,677548,677548,
56105610000000,Ventura County Office of Education,Ventura,521867,521867,2066646,2066646,4645699,4645699,
56105610112417,Ventura Charter School of Arts and Global Education,Ventura,NaN,NaN,165180,165180,371315,371315,
56105610121756,BRIDGES Charter,Ventura,NaN,NaN,37885,37885,85163,85163,
56724470000000,Briggs Elementary,Ventura,58676,58676,238231,238231,535530,535530,
56724540000000,Fillmore Unified,Ventura,832219,832219,2829095,2829095,6359639,6359639,
56724620000000,Hueneme Elementary,Ventura,1231144,1231144,5731934,5731934,12885051,12885051,
56724700000000,Mesa Union Elementary,Ventura,26740,26740,105894,105894,238043,238043,
56725040000000,Mupu Elementary,Ventura,14391,14391,56991,56991,128112,128112,
56725120000000,Ocean View,Ventura,365722,365722,1457908,1457908,3277291,3277291,
56725200000000,Ojai Unified,Ventura,336006,336006,1278657,1278657,2874345,2874345,
56725380000000,Oxnard,Ventura,3194946,3194946,14273971,14273971,31701132,32087047,https://web.archive.org/web/20220214081605/https://www.oxnardsd.org/cms/lib/CA01802636/Centricity/Domain/16/2021%20-%20ESSER%20III%20Expenditure%20Plan%20OSD%20-%20English.pdf
56725460000000,Oxnard Union High,Ventura,2456761,2456761,10891694,10891694,24483887,24483887,https://resources.finalsite.net/images/v1712690385/oxnardunionorg/vrkiztfvuunsrcnhtito/2021_ESSER_III_Expenditure_Plan_Oxnard_Union_High_School_District_20211216.pdf
56725460120634,"Architecture, Construction & Engineering Charter High (ACE)",Ventura,36804,36804,145746,145746,327629,327629,
56725530000000,Pleasant Valley,Ventura,559829,559829,2675662,2675662,6014730,6014730,
56725530139592,Peak Prep Pleasant Valley,Ventura,NaN,NaN,235222,235222,528766,528766,
56725536120620,University Preparation Charter School at CSU Channel Islands,Ventura,122304,122304,484336,484336,1085355,1088758,
56725610000000,Rio Elementary,Ventura,693668,693668,2905536,2905536,5609979,6531473,
56726030000000,Simi Valley Unified,Ventura,1344835,1344835,6165030,6165030,12201652,13858625,
56726110000000,Somis Union,Ventura,45573,45573,154849,154849,348091,348091,
56726520000000,Ventura Unified,Ventura,1530159,1530159,7418201,7418201,16675679,16675679,https://resources.finalsite.net/images/v1653346410/venturausdorg/tiuael1vucjukgnsnbde/2021_VUSD_ESSER_III_Expenditure_Plan_Adopted101221_1_1.pdf
56737590000000,Conejo Valley Unified,Ventura,1246989,1246989,5493420,5493420,12328061,12348886,https://go.boarddocs.com/ca/conejo/Board.nsf/files/C7TPKN64A18E/$file/CVUSD%20ESSER%20III%20Expenditure%20Plan%2010.19.2021.pdf
56738740000000,Oak Park Unified,Ventura,70571,70571,266973,266973,600141,600141,https://www.oakparkusd.org/cms/lib/CA01000794/Centricity/domain/5/board%20agendas%202021-2022/OPUSD%20Board%20Packet%20October%2019_2021.pdf
56739400000000,Moorpark Unified,Ventura,365903,365903,1589527,1589527,2376283,3573163,https://resources.finalsite.net/images/v1685453864/mrpkorg/ivhgewy6gbk4qhjxsax2/1689951972508571550.pdf
56768280000000,Santa Paula Unified,Ventura,997348,997348,4535664,4535664,10195906,10195906,https://web.archive.org/web/20230202015721/https://www.santapaulausd.org/cms/lib/CA01001761/Centricity/Domain/51/2021_ESSER%20III_Santa_Paula_Unified_School_District_finalCOEReview.pdf
57105790000000,Yolo County Office of Education,Yolo,138122,138122,546979,546979,913151,1229576,https://web.archive.org/web/20220121165217/http://ycoe-ca.schoolloop.com/file/1515658754403/1616224473285/4704719546599706528.pdf
57105790132464,Empowering Possibilities International Charter,Yolo,86537,86537,369063,369063,829632,829632,https://www.gcccharters.org/documents/LCAP/ESSERIII/2021_ESSER_III_Expenditure_Plan_Empowering_Possibilities_International_Charter_with_TC.pdf
57726780000000,Davis Joint Unified,Yolo,600389,600389,2461797,2461797,5533975,5533975,https://cdnsm5-ss18.sharpschool.com/UserFiles/Servers/Server_117089/File/Instruction/LCAP/ESSER%20III%20Expenditure%20.pdf
57726860000000,Esparto Unified,Yolo,121158,121158,479799,479799,1078561,1078561,https://drive.google.com/file/d/1pDrltuO9mpe70erVSyItoyZA6sTwFX8B/view
57726940000000,Washington Unified,Yolo,1637259,1637259,7248333,7248333,10600341,16293826,https://www.wusd.k12.ca.us/documents/Departments/Education%20Services/Planning-Accountability-Compensatory%20Education/Categorical%20Programs/2021_ESSER_III_Expenditure_Plan_Washington_Unified_School_District_20211022.pdf
57726940124875,Sacramento Valley Charter,Yolo,NaN,NaN,222244,222244,489012,499593,https://www.sacvalleycharter.org/uploads/8/0/9/9/8099840/2021_esser_iii_expenditure_plan_sacramento_valley_charter_school_20211028__1_.pdf
57726940131706,River Charter Schools Lighthouse Charter,Yolo,38693,38693,214246,214246,481612,481612,https://lighthousecharterschool.org/accountability-information/
57727020000000,Winters Joint Unified,Yolo,159190,159190,630408,630408,1417121,1417121,https://drive.google.com/file/d/1KBP6PqafCOFfngpP7PSRhpAgWXp_tHZL/view
57727020139436,Compass Charter School of Yolo,Yolo,NaN,NaN,181063,181063,407018,407018,https://www.compasscharters.org/wp-content/uploads/2021/09/ESSER-III-Expenditure-Plan-CCS-of-Yolo.pdf
57727100000000,Woodland Joint Unified,Yolo,1774183,1774183,8010745,8010745,15010280,18007683,https://www.wjusd.org/documents/Departments/Ed%20Services/CARE/LCAP%20Webpage/22-23%20SY/2021_ESSER_III_Expenditure_Plan_Woodland_Joint_Unified_School_District_20220620.pdf
58105870000000,Yuba County Office of Education,Yuba,NaN,NaN,439789,439789,988619,988619,https://www.yubacoe.org/cms/lib/CA01902906/Centricity/Domain/61/2021_ESSER_III_Expenditure_Plan_Yuba_County_Office_of_Education.pdf
58105870117242,Yuba Environmental Science Charter Academy,Yuba,29258,29258,106284,106284,238921,238921,https://yescharteracademy.org/wp-content/uploads/2022/04/2021_ESSER_III_Expenditure_Plan_Yuba_Environmental_Science_Charter_Academy_20220413-1.pdf
58727280000000,Camptonville Elementary,Yuba,19781,19791,71200,71200,158819,160054,https://content.myconnectsuite.com/api/documents/49083499bb5949caae55f5e4ba4ee62c.pdf
58727286115935,CORE Charter,Yuba,69799,69799,269859,269859,606628,606628,https://4.files.edl.io/a4ef/04/04/22/205641-ab2b7164-17a5-44ce-a2bd-030e5ea7b255.pdf
58727360000000,Marysville Joint Unified,Yuba,3313798,3313798,13323432,13323432,21115307,29950291,https://www.mjusd.com/documents/LCAP%20and%20Budget%20Info/Archived%20LCAP/2021-22%20LCAP%20Info/2021_ESSER_III_Expenditure_Plan_English.pdf
58727360121632,Paragon Collegiate Academy,Yuba,52380,52380,207432,207432,466295,466295,https://web.archive.org/web/20230519202940/https://pca-k12-pt.schoolloop.com/file/1500178973527/1634482147794/3269435466938254381.pdf
58727440000000,Plumas Lake Elementary,Yuba,100883,100883,399507,399507,898069,898069,https://drive.google.com/file/d/1VZ-vICFNFlVhadwwDibi-W1-vp0-mzCI/view
58727510000000,Wheatland,Yuba,152296,152296,603106,603106,1355746,1355746,https://docs.wheatland.k12.ca.us/BoardDocs/2021-22/October/2021_ESSER_III_Expenditure_Plan_Wheatland_Elementary_School_District_20211013(1).pdf
58727690000000,Wheatland Union High,Yuba,55879,55879,237336,237336,533517,533517,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/2472/WUHSD/2017850/ESSER_3_Expenditure_Plan_Template_and_Instructions_-_Federal_Stimulus_Funding__CA_Dept_of_Education_.pdf
